date,category,type,change
2023-05-15,Office_Printer_Supplies,POSITIVE SPIKE,0.25
2023-05-15,Office_Printer_Supplies,TREND SHIFT,0.25
2023-05-22,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2023-06-05,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2023-06-26,Office_Printer_Supplies,NEGATIVE SPIKE,-0.5
2023-06-26,Office_Printer_Supplies,TREND SHIFT,-0.5
2023-07-03,Office_Printer_Supplies,NEGATIVE SPIKE,-0.833
2023-07-10,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2023-07-10,Office_Printer_Supplies,TREND SHIFT,0.5
2023-07-24,Office_Printer_Supplies,POSITIVE SPIKE,0.833
2023-10-02,Office_Printer_Supplies,NEGATIVE SPIKE,-0.5
2023-10-09,Office_Printer_Supplies,NEGATIVE SPIKE,-0.25
2023-10-23,Office_Printer_Supplies,NEGATIVE SPIKE,-0.5
2023-10-30,Office_Printer_Supplies,POSITIVE SPIKE,0.25
2023-10-30,Office_Printer_Supplies,TREND SHIFT,0.25
2023-11-06,Office_Printer_Supplies,POSITIVE SPIKE,1.0
2023-12-18,Office_Printer_Supplies,NEGATIVE SPIKE,-0.25
2024-01-08,Office_Printer_Supplies,NEGATIVE SPIKE,-0.5
2024-01-15,Office_Printer_Supplies,NEGATIVE SPIKE,-0.75
2024-02-05,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2024-02-05,Office_Printer_Supplies,TREND SHIFT,0.5
2024-02-19,Office_Printer_Supplies,POSITIVE SPIKE,1.0
2024-02-26,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2024-02-26,Office_Printer_Supplies,TREND SHIFT,-1.0
2024-04-08,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2024-04-15,Office_Printer_Supplies,NEGATIVE SPIKE,-0.5
2024-04-15,Office_Printer_Supplies,TREND SHIFT,-0.5
2024-04-22,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2024-04-22,Office_Printer_Supplies,TREND SHIFT,0.5
2024-04-29,Office_Printer_Supplies,NEGATIVE SPIKE,-0.5
2024-04-29,Office_Printer_Supplies,TREND SHIFT,-0.5
2024-05-06,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2024-05-13,Office_Printer_Supplies,POSITIVE SPIKE,1.0
2024-05-13,Office_Printer_Supplies,TREND SHIFT,1.0
2024-06-03,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2024-07-15,Office_Printer_Supplies,POSITIVE SPIKE,0.5
2024-08-05,Office_Printer_Supplies,NEGATIVE SPIKE,-0.333
2024-08-05,Office_Printer_Supplies,TREND SHIFT,-0.333
2024-08-26,Office_Printer_Supplies,POSITIVE SPIKE,0.333
2024-09-16,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2024-09-30,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2024-10-21,Office_Printer_Supplies,POSITIVE SPIKE,1.0
2024-10-28,Office_Printer_Supplies,POSITIVE SPIKE,1.0
2024-11-04,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2024-11-04,Office_Printer_Supplies,TREND SHIFT,-1.0
2024-11-11,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2024-12-09,Office_Printer_Supplies,POSITIVE SPIKE,1.0
2024-12-09,Office_Printer_Supplies,TREND SHIFT,1.0
2024-12-23,Office_Printer_Supplies,NEGATIVE SPIKE,-1.0
2021-02-15,Security_Surveillance,NEGATIVE SPIKE,-0.25
2021-03-15,Security_Surveillance,NEGATIVE SPIKE,-0.75
2021-05-03,Security_Surveillance,POSITIVE SPIKE,1.0
2021-05-17,Security_Surveillance,NEGATIVE SPIKE,-0.75
2021-06-07,Security_Surveillance,NEGATIVE SPIKE,-0.25
2021-06-14,Security_Surveillance,NEGATIVE SPIKE,-1.0
2021-07-26,Security_Surveillance,POSITIVE SPIKE,1.0
2021-08-23,Security_Surveillance,POSITIVE SPIKE,1.0
2021-12-13,Security_Surveillance,NEGATIVE SPIKE,-1.0
2022-01-03,Security_Surveillance,POSITIVE SPIKE,1.0
2022-01-24,Security_Surveillance,NEGATIVE SPIKE,-0.5
2022-01-24,Security_Surveillance,TREND SHIFT,-0.5
2022-02-14,Security_Surveillance,POSITIVE SPIKE,0.5
2022-03-14,Security_Surveillance,NEGATIVE SPIKE,-0.25
2022-03-28,Security_Surveillance,POSITIVE SPIKE,0.25
2022-04-11,Security_Surveillance,NEGATIVE SPIKE,-1.0
2022-04-11,Security_Surveillance,TREND SHIFT,-1.0
2022-04-18,Security_Surveillance,NEGATIVE SPIKE,-0.333
2022-05-16,Security_Surveillance,POSITIVE SPIKE,1.0
2022-05-16,Security_Surveillance,TREND SHIFT,1.0
2022-07-04,Security_Surveillance,POSITIVE SPIKE,0.5
2022-07-18,Security_Surveillance,NEGATIVE SPIKE,-1.0
2022-07-18,Security_Surveillance,TREND SHIFT,-1.0
2022-08-01,Security_Surveillance,POSITIVE SPIKE,1.0
2022-08-22,Security_Surveillance,NEGATIVE SPIKE,-1.0
2022-08-22,Security_Surveillance,TREND SHIFT,-1.0
2022-09-05,Security_Surveillance,POSITIVE SPIKE,1.0
2022-09-05,Security_Surveillance,TREND SHIFT,1.0
2022-10-10,Security_Surveillance,NEGATIVE SPIKE,-0.5
2022-10-10,Security_Surveillance,TREND SHIFT,-0.5
2022-11-07,Security_Surveillance,NEGATIVE SPIKE,-0.5
2022-11-21,Security_Surveillance,POSITIVE SPIKE,0.5
2022-11-21,Security_Surveillance,TREND SHIFT,0.5
2022-11-28,Security_Surveillance,NEGATIVE SPIKE,-0.5
2022-11-28,Security_Surveillance,TREND SHIFT,-0.5
2022-12-12,Security_Surveillance,POSITIVE SPIKE,1.0
2023-01-02,Security_Surveillance,NEGATIVE SPIKE,-0.25
2023-01-09,Security_Surveillance,NEGATIVE SPIKE,-1.0
2023-01-30,Security_Surveillance,POSITIVE SPIKE,0.25
2023-01-30,Security_Surveillance,TREND SHIFT,0.25
2023-02-20,Security_Surveillance,POSITIVE SPIKE,0.5
2023-02-27,Security_Surveillance,NEGATIVE SPIKE,-0.5
2023-02-27,Security_Surveillance,TREND SHIFT,-0.5
2023-03-27,Security_Surveillance,NEGATIVE SPIKE,-0.5
2023-04-24,Security_Surveillance,POSITIVE SPIKE,1.0
2023-07-24,Security_Surveillance,NEGATIVE SPIKE,-1.0
2023-09-04,Security_Surveillance,POSITIVE SPIKE,0.5
2023-09-04,Security_Surveillance,TREND SHIFT,0.5
2023-10-02,Security_Surveillance,NEGATIVE SPIKE,-0.5
2023-10-30,Security_Surveillance,POSITIVE SPIKE,1.0
2023-10-30,Security_Surveillance,TREND SHIFT,1.0
2023-11-06,Security_Surveillance,POSITIVE SPIKE,0.5
2023-11-13,Security_Surveillance,NEGATIVE SPIKE,-0.5
2023-11-13,Security_Surveillance,TREND SHIFT,-0.5
2023-12-11,Security_Surveillance,POSITIVE SPIKE,0.5
2023-12-18,Security_Surveillance,NEGATIVE SPIKE,-0.5
2023-12-18,Security_Surveillance,TREND SHIFT,-0.5
2023-12-25,Security_Surveillance,NEGATIVE SPIKE,-0.5
2024-01-01,Security_Surveillance,NEGATIVE SPIKE,-0.5
2024-02-05,Security_Surveillance,POSITIVE SPIKE,1.0
2024-02-12,Security_Surveillance,POSITIVE SPIKE,0.333
2024-02-26,Security_Surveillance,NEGATIVE SPIKE,-0.5
2024-02-26,Security_Surveillance,TREND SHIFT,-0.5
2024-03-11,Security_Surveillance,NEGATIVE SPIKE,-0.5
2024-03-25,Security_Surveillance,POSITIVE SPIKE,1.0
2024-07-01,Security_Surveillance,NEGATIVE SPIKE,-1.0
2024-07-22,Security_Surveillance,POSITIVE SPIKE,0.5
2024-07-29,Security_Surveillance,NEGATIVE SPIKE,-1.0
2024-07-29,Security_Surveillance,TREND SHIFT,-1.0
2024-08-05,Security_Surveillance,POSITIVE SPIKE,0.5
2024-08-05,Security_Surveillance,TREND SHIFT,0.5
2024-08-19,Security_Surveillance,POSITIVE SPIKE,1.0
2024-11-25,Security_Surveillance,NEGATIVE SPIKE,-0.5
2024-12-09,Security_Surveillance,POSITIVE SPIKE,0.5
2024-12-16,Security_Surveillance,NEGATIVE SPIKE,-0.5
2024-12-16,Security_Surveillance,TREND SHIFT,-0.5
2024-12-23,Security_Surveillance,NEGATIVE SPIKE,-1.0
2024-12-30,Security_Surveillance,POSITIVE SPIKE,0.5
2024-12-30,Security_Surveillance,TREND SHIFT,0.5
2023-01-02,Smart Devices,POSITIVE SPIKE,0.375
2023-01-09,Smart Devices,POSITIVE SPIKE,0.75
2023-01-30,Smart Devices,NEGATIVE SPIKE,-0.25
2023-02-06,Smart Devices,NEGATIVE SPIKE,-0.5
2023-02-13,Smart Devices,POSITIVE SPIKE,0.25
2023-02-13,Smart Devices,TREND SHIFT,0.25
2023-02-20,Smart Devices,POSITIVE SPIKE,0.25
2023-02-27,Smart Devices,NEGATIVE SPIKE,-0.25
2023-02-27,Smart Devices,TREND SHIFT,-0.25
2023-03-06,Smart Devices,POSITIVE SPIKE,0.5
2023-03-06,Smart Devices,TREND SHIFT,0.5
2023-03-20,Smart Devices,NEGATIVE SPIKE,-0.833
2023-04-10,Smart Devices,POSITIVE SPIKE,0.5
2023-04-17,Smart Devices,POSITIVE SPIKE,0.333
2023-04-24,Smart Devices,POSITIVE SPIKE,0.5
2023-05-08,Smart Devices,NEGATIVE SPIKE,-0.3
2023-05-08,Smart Devices,TREND SHIFT,-0.3
2023-05-22,Smart Devices,POSITIVE SPIKE,0.3
2023-05-22,Smart Devices,TREND SHIFT,0.3
2023-06-05,Smart Devices,NEGATIVE SPIKE,-0.5
2023-06-26,Smart Devices,POSITIVE SPIKE,0.6
2023-07-10,Smart Devices,NEGATIVE SPIKE,-0.667
2023-07-10,Smart Devices,TREND SHIFT,-0.667
2023-08-21,Smart Devices,NEGATIVE SPIKE,-0.225
2023-08-21,Smart Devices,TREND SHIFT,-0.225
2023-09-04,Smart Devices,POSITIVE SPIKE,0.25
2023-09-11,Smart Devices,NEGATIVE SPIKE,-0.333
2023-09-11,Smart Devices,TREND SHIFT,-0.333
2023-09-18,Smart Devices,NEGATIVE SPIKE,-0.425
2023-10-02,Smart Devices,POSITIVE SPIKE,0.6
2023-10-02,Smart Devices,TREND SHIFT,0.6
2023-10-09,Smart Devices,POSITIVE SPIKE,0.5
2023-10-16,Smart Devices,NEGATIVE SPIKE,-0.55
2023-10-16,Smart Devices,TREND SHIFT,-0.55
2023-11-06,Smart Devices,POSITIVE SPIKE,0.75
2023-11-06,Smart Devices,TREND SHIFT,0.75
2023-12-04,Smart Devices,NEGATIVE SPIKE,-0.5
2023-12-04,Smart Devices,TREND SHIFT,-0.5
2024-01-08,Smart Devices,POSITIVE SPIKE,0.458
2024-01-15,Smart Devices,POSITIVE SPIKE,0.25
2024-01-22,Smart Devices,NEGATIVE SPIKE,-0.333
2024-01-22,Smart Devices,TREND SHIFT,-0.333
2024-02-19,Smart Devices,NEGATIVE SPIKE,-0.5
2024-02-26,Smart Devices,NEGATIVE SPIKE,-0.625
2024-03-04,Smart Devices,POSITIVE SPIKE,0.5
2024-03-04,Smart Devices,TREND SHIFT,0.5
2024-03-11,Smart Devices,POSITIVE SPIKE,0.375
2024-03-25,Smart Devices,POSITIVE SPIKE,0.375
2024-04-01,Smart Devices,NEGATIVE SPIKE,-0.2
2024-04-01,Smart Devices,TREND SHIFT,-0.2
2024-04-08,Smart Devices,NEGATIVE SPIKE,-0.708
2024-04-15,Smart Devices,NEGATIVE SPIKE,-0.3
2024-04-29,Smart Devices,POSITIVE SPIKE,0.25
2024-04-29,Smart Devices,TREND SHIFT,0.25
2024-05-06,Smart Devices,POSITIVE SPIKE,0.5
2024-05-20,Smart Devices,NEGATIVE SPIKE,-0.5
2024-05-27,Smart Devices,POSITIVE SPIKE,0.375
2024-05-27,Smart Devices,TREND SHIFT,0.375
2024-06-03,Smart Devices,POSITIVE SPIKE,0.75
2024-06-10,Smart Devices,NEGATIVE SPIKE,-0.5
2024-06-10,Smart Devices,TREND SHIFT,-0.5
2024-07-01,Smart Devices,NEGATIVE SPIKE,-0.75
2024-07-08,Smart Devices,POSITIVE SPIKE,0.833
2024-07-08,Smart Devices,TREND SHIFT,0.833
2024-07-15,Smart Devices,POSITIVE SPIKE,0.5
2024-07-29,Smart Devices,NEGATIVE SPIKE,-0.333
2024-08-12,Smart Devices,POSITIVE SPIKE,0.5
2024-08-12,Smart Devices,TREND SHIFT,0.5
2024-08-19,Smart Devices,POSITIVE SPIKE,0.5
2024-09-02,Smart Devices,NEGATIVE SPIKE,-0.5
2024-09-16,Smart Devices,NEGATIVE SPIKE,-0.25
2024-09-16,Smart Devices,TREND SHIFT,-0.25
2024-09-23,Smart Devices,NEGATIVE SPIKE,-0.667
2024-10-07,Smart Devices,POSITIVE SPIKE,0.667
2024-10-14,Smart Devices,POSITIVE SPIKE,0.417
2024-10-28,Smart Devices,NEGATIVE SPIKE,-0.667
2024-11-04,Smart Devices,POSITIVE SPIKE,0.5
2024-11-04,Smart Devices,TREND SHIFT,0.5
2024-11-11,Smart Devices,POSITIVE SPIKE,0.25
2024-11-18,Smart Devices,NEGATIVE SPIKE,-1.0
2024-11-18,Smart Devices,TREND SHIFT,-1.0
2021-01-18,Software,POSITIVE SPIKE,0.357
2021-01-25,Software,POSITIVE SPIKE,0.211
2021-03-08,Software,NEGATIVE SPIKE,-0.375
2021-03-22,Software,POSITIVE SPIKE,0.333
2021-08-16,Software,NEGATIVE SPIKE,-0.3
2021-08-23,Software,NEGATIVE SPIKE,-0.275
2021-08-30,Software,POSITIVE SPIKE,0.333
2021-08-30,Software,TREND SHIFT,0.333
2021-09-06,Software,POSITIVE SPIKE,0.375
2021-11-29,Software,NEGATIVE SPIKE,-0.28
2021-11-29,Software,TREND SHIFT,-0.28
2021-12-27,Software,POSITIVE SPIKE,0.208
2021-12-27,Software,TREND SHIFT,0.208
2022-03-28,Software,NEGATIVE SPIKE,-0.274
2022-03-28,Software,TREND SHIFT,-0.274
2022-04-18,Software,NEGATIVE SPIKE,-0.208
2022-04-18,Software,TREND SHIFT,-0.208
2022-04-25,Software,POSITIVE SPIKE,0.278
2022-04-25,Software,TREND SHIFT,0.278
2022-06-13,Software,NEGATIVE SPIKE,-0.208
2022-07-18,Software,POSITIVE SPIKE,0.273
2022-07-25,Software,POSITIVE SPIKE,0.271
2022-08-29,Software,NEGATIVE SPIKE,-0.923
2022-08-29,Software,TREND SHIFT,-0.923
2022-09-12,Software,POSITIVE SPIKE,0.778
2022-09-12,Software,TREND SHIFT,0.778
2022-11-07,Software,NEGATIVE SPIKE,-0.233
2022-11-07,Software,TREND SHIFT,-0.233
2022-12-19,Software,NEGATIVE SPIKE,-0.3
2023-01-02,Software,POSITIVE SPIKE,0.209
2023-06-05,Software,POSITIVE SPIKE,0.286
2023-06-19,Software,NEGATIVE SPIKE,-0.3
2023-07-03,Software,POSITIVE SPIKE,0.217
2023-08-14,Software,NEGATIVE SPIKE,-0.304
2023-08-21,Software,NEGATIVE SPIKE,-0.274
2023-09-04,Software,POSITIVE SPIKE,0.357
2023-09-25,Software,POSITIVE SPIKE,0.3
2023-10-02,Software,NEGATIVE SPIKE,-0.278
2023-10-02,Software,TREND SHIFT,-0.278
2023-10-16,Software,POSITIVE SPIKE,0.278
2023-10-16,Software,TREND SHIFT,0.278
2023-11-06,Software,NEGATIVE SPIKE,-0.264
2023-11-13,Software,NEGATIVE SPIKE,-0.2
2023-12-11,Software,POSITIVE SPIKE,0.286
2024-01-01,Software,NEGATIVE SPIKE,-0.583
2024-01-15,Software,POSITIVE SPIKE,0.333
2024-01-15,Software,TREND SHIFT,0.333
2024-01-29,Software,POSITIVE SPIKE,0.25
2024-04-01,Software,NEGATIVE SPIKE,-0.25
2024-05-27,Software,NEGATIVE SPIKE,-0.28
2024-06-24,Software,POSITIVE SPIKE,0.25
2024-07-15,Software,POSITIVE SPIKE,0.25
2024-07-15,Software,TREND SHIFT,0.25
2024-08-05,Software,NEGATIVE SPIKE,-0.4
2024-08-19,Software,POSITIVE SPIKE,0.289
2024-08-19,Software,TREND SHIFT,0.289
2024-08-26,Software,POSITIVE SPIKE,0.25
2024-09-23,Software,POSITIVE SPIKE,0.2
2024-09-23,Software,TREND SHIFT,0.2
2024-10-07,Software,NEGATIVE SPIKE,-0.312
2024-10-21,Software,POSITIVE SPIKE,0.229
2024-10-21,Software,TREND SHIFT,0.229
2024-10-28,Software,POSITIVE SPIKE,0.25
2024-11-18,Software,NEGATIVE SPIKE,-0.357
2024-12-02,Software,POSITIVE SPIKE,0.257
2024-12-23,Software,POSITIVE SPIKE,0.264
2024-12-23,Software,TREND SHIFT,0.264
2024-12-30,Software,NEGATIVE SPIKE,-0.222
2024-12-30,Software,TREND SHIFT,-0.222
2021-01-11,TV_Audio_Entertainment,POSITIVE SPIKE,0.333
2021-01-18,TV_Audio_Entertainment,POSITIVE SPIKE,0.375
2021-02-08,TV_Audio_Entertainment,POSITIVE SPIKE,0.2
2021-02-08,TV_Audio_Entertainment,TREND SHIFT,0.2
2021-04-12,TV_Audio_Entertainment,POSITIVE SPIKE,0.2
2021-04-12,TV_Audio_Entertainment,TREND SHIFT,0.2
2021-05-17,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.25
2021-11-22,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.5
2021-12-06,TV_Audio_Entertainment,POSITIVE SPIKE,0.5
2021-12-13,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.4
2021-12-13,TV_Audio_Entertainment,TREND SHIFT,-0.4
2021-12-27,TV_Audio_Entertainment,POSITIVE SPIKE,0.25
2022-03-28,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.458
2022-04-25,TV_Audio_Entertainment,POSITIVE SPIKE,0.667
2022-06-06,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.6
2022-06-20,TV_Audio_Entertainment,POSITIVE SPIKE,0.529
2022-07-18,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.333
2022-07-25,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.357
2022-08-01,TV_Audio_Entertainment,POSITIVE SPIKE,0.333
2022-08-01,TV_Audio_Entertainment,TREND SHIFT,0.333
2022-08-08,TV_Audio_Entertainment,POSITIVE SPIKE,0.357
2022-08-15,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.25
2022-08-15,TV_Audio_Entertainment,TREND SHIFT,-0.25
2022-08-29,TV_Audio_Entertainment,POSITIVE SPIKE,0.25
2022-08-29,TV_Audio_Entertainment,TREND SHIFT,0.25
2022-10-03,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.217
2022-10-10,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.5
2022-10-17,TV_Audio_Entertainment,POSITIVE SPIKE,0.417
2022-10-17,TV_Audio_Entertainment,TREND SHIFT,0.417
2022-10-24,TV_Audio_Entertainment,POSITIVE SPIKE,0.286
2022-10-31,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.389
2022-10-31,TV_Audio_Entertainment,TREND SHIFT,-0.389
2022-11-14,TV_Audio_Entertainment,POSITIVE SPIKE,0.264
2022-12-19,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.333
2022-12-19,TV_Audio_Entertainment,TREND SHIFT,-0.333
2023-01-16,TV_Audio_Entertainment,POSITIVE SPIKE,0.25
2023-01-23,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.5
2023-01-23,TV_Audio_Entertainment,TREND SHIFT,-0.5
2023-02-06,TV_Audio_Entertainment,POSITIVE SPIKE,0.357
2023-04-17,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.444
2023-05-01,TV_Audio_Entertainment,POSITIVE SPIKE,0.667
2023-05-08,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.25
2023-05-08,TV_Audio_Entertainment,TREND SHIFT,-0.25
2023-05-22,TV_Audio_Entertainment,POSITIVE SPIKE,0.25
2023-05-22,TV_Audio_Entertainment,TREND SHIFT,0.25
2023-06-05,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.2
2023-06-05,TV_Audio_Entertainment,TREND SHIFT,-0.2
2023-06-26,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.25
2023-06-26,TV_Audio_Entertainment,TREND SHIFT,-0.25
2023-07-10,TV_Audio_Entertainment,POSITIVE SPIKE,0.25
2023-08-28,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.2
2023-09-04,TV_Audio_Entertainment,POSITIVE SPIKE,0.222
2023-09-04,TV_Audio_Entertainment,TREND SHIFT,0.222
2023-09-11,TV_Audio_Entertainment,POSITIVE SPIKE,0.3
2023-09-18,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.214
2023-09-18,TV_Audio_Entertainment,TREND SHIFT,-0.214
2023-10-02,TV_Audio_Entertainment,POSITIVE SPIKE,0.214
2023-11-06,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.329
2023-11-20,TV_Audio_Entertainment,POSITIVE SPIKE,0.275
2024-02-19,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.25
2024-02-19,TV_Audio_Entertainment,TREND SHIFT,-0.25
2024-03-18,TV_Audio_Entertainment,POSITIVE SPIKE,0.25
2024-03-18,TV_Audio_Entertainment,TREND SHIFT,0.25
2024-05-27,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.4
2024-05-27,TV_Audio_Entertainment,TREND SHIFT,-0.4
2024-06-03,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.278
2024-06-17,TV_Audio_Entertainment,POSITIVE SPIKE,0.278
2024-07-08,TV_Audio_Entertainment,POSITIVE SPIKE,0.214
2024-07-22,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.262
2024-07-29,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.214
2024-08-05,TV_Audio_Entertainment,POSITIVE SPIKE,0.333
2024-08-05,TV_Audio_Entertainment,TREND SHIFT,0.333
2024-09-16,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.292
2024-09-16,TV_Audio_Entertainment,TREND SHIFT,-0.292
2024-09-30,TV_Audio_Entertainment,POSITIVE SPIKE,0.354
2024-09-30,TV_Audio_Entertainment,TREND SHIFT,0.354
2024-12-02,TV_Audio_Entertainment,NEGATIVE SPIKE,-0.3
2024-12-30,TV_Audio_Entertainment,POSITIVE SPIKE,0.4
2024-12-30,TV_Audio_Entertainment,TREND SHIFT,0.4
2021-01-04,Toys_Kids,NEGATIVE SPIKE,-0.4
2021-01-18,Toys_Kids,NEGATIVE SPIKE,-0.6
2021-02-08,Toys_Kids,POSITIVE SPIKE,1.0
2021-02-08,Toys_Kids,TREND SHIFT,1.0
2021-02-15,Toys_Kids,NEGATIVE SPIKE,-0.304
2021-02-15,Toys_Kids,TREND SHIFT,-0.304
2021-02-22,Toys_Kids,NEGATIVE SPIKE,-0.667
2021-03-01,Toys_Kids,NEGATIVE SPIKE,-0.625
2021-03-08,Toys_Kids,POSITIVE SPIKE,0.367
2021-03-08,Toys_Kids,TREND SHIFT,0.367
2021-03-15,Toys_Kids,POSITIVE SPIKE,1.0
2021-03-29,Toys_Kids,NEGATIVE SPIKE,-0.667
2021-04-05,Toys_Kids,POSITIVE SPIKE,0.333
2021-04-05,Toys_Kids,TREND SHIFT,0.333
2021-04-12,Toys_Kids,POSITIVE SPIKE,0.417
2021-04-26,Toys_Kids,NEGATIVE SPIKE,-0.25
2021-05-17,Toys_Kids,NEGATIVE SPIKE,-0.5
2021-05-17,Toys_Kids,TREND SHIFT,-0.5
2021-05-31,Toys_Kids,POSITIVE SPIKE,0.25
2021-06-14,Toys_Kids,POSITIVE SPIKE,0.25
2021-06-21,Toys_Kids,NEGATIVE SPIKE,-0.25
2021-06-21,Toys_Kids,TREND SHIFT,-0.25
2021-06-28,Toys_Kids,NEGATIVE SPIKE,-0.5
2021-07-12,Toys_Kids,POSITIVE SPIKE,0.5
2021-07-12,Toys_Kids,TREND SHIFT,0.5
2021-07-19,Toys_Kids,POSITIVE SPIKE,0.6
2021-07-26,Toys_Kids,NEGATIVE SPIKE,-0.333
2021-07-26,Toys_Kids,TREND SHIFT,-0.333
2021-08-02,Toys_Kids,NEGATIVE SPIKE,-0.333
2021-08-23,Toys_Kids,POSITIVE SPIKE,0.333
2021-08-23,Toys_Kids,TREND SHIFT,0.333
2021-08-30,Toys_Kids,POSITIVE SPIKE,0.222
2021-09-13,Toys_Kids,POSITIVE SPIKE,0.278
2021-09-13,Toys_Kids,TREND SHIFT,0.278
2021-09-20,Toys_Kids,NEGATIVE SPIKE,-0.262
2021-09-20,Toys_Kids,TREND SHIFT,-0.262
2021-09-27,Toys_Kids,NEGATIVE SPIKE,-0.625
2021-10-04,Toys_Kids,POSITIVE SPIKE,0.429
2021-10-04,Toys_Kids,TREND SHIFT,0.429
2021-10-11,Toys_Kids,POSITIVE SPIKE,0.482
2021-11-01,Toys_Kids,NEGATIVE SPIKE,-0.5
2021-11-08,Toys_Kids,NEGATIVE SPIKE,-0.25
2021-12-06,Toys_Kids,NEGATIVE SPIKE,-0.556
2021-12-06,Toys_Kids,TREND SHIFT,-0.556
2021-12-20,Toys_Kids,POSITIVE SPIKE,0.333
2021-12-20,Toys_Kids,TREND SHIFT,0.333
2021-12-27,Toys_Kids,POSITIVE SPIKE,0.833
2022-01-03,Toys_Kids,NEGATIVE SPIKE,-1.0
2022-01-03,Toys_Kids,TREND SHIFT,-1.0
2022-01-17,Toys_Kids,POSITIVE SPIKE,1.0
2022-01-17,Toys_Kids,TREND SHIFT,1.0
2022-02-07,Toys_Kids,NEGATIVE SPIKE,-0.5
2022-02-21,Toys_Kids,POSITIVE SPIKE,0.208
2022-02-28,Toys_Kids,NEGATIVE SPIKE,-0.333
2022-02-28,Toys_Kids,TREND SHIFT,-0.333
2022-04-04,Toys_Kids,POSITIVE SPIKE,0.417
2022-04-11,Toys_Kids,POSITIVE SPIKE,0.333
2022-04-18,Toys_Kids,POSITIVE SPIKE,0.25
2022-04-25,Toys_Kids,NEGATIVE SPIKE,-0.625
2022-04-25,Toys_Kids,TREND SHIFT,-0.625
2022-05-02,Toys_Kids,NEGATIVE SPIKE,-0.5
2022-05-16,Toys_Kids,POSITIVE SPIKE,0.25
2022-05-23,Toys_Kids,POSITIVE SPIKE,0.417
2022-05-30,Toys_Kids,POSITIVE SPIKE,0.25
2022-06-20,Toys_Kids,NEGATIVE SPIKE,-0.333
2022-07-25,Toys_Kids,POSITIVE SPIKE,0.667
2022-07-25,Toys_Kids,TREND SHIFT,0.667
2022-08-01,Toys_Kids,POSITIVE SPIKE,0.333
2022-08-08,Toys_Kids,NEGATIVE SPIKE,-0.333
2022-08-08,Toys_Kids,TREND SHIFT,-0.333
2022-08-15,Toys_Kids,NEGATIVE SPIKE,-0.5
2022-08-29,Toys_Kids,POSITIVE SPIKE,0.375
2022-09-05,Toys_Kids,POSITIVE SPIKE,0.333
2022-09-19,Toys_Kids,NEGATIVE SPIKE,-0.7
2022-09-26,Toys_Kids,NEGATIVE SPIKE,-0.217
2022-10-10,Toys_Kids,POSITIVE SPIKE,0.25
2022-10-10,Toys_Kids,TREND SHIFT,0.25
2022-10-17,Toys_Kids,POSITIVE SPIKE,0.5
2022-10-24,Toys_Kids,NEGATIVE SPIKE,-0.5
2022-10-24,Toys_Kids,TREND SHIFT,-0.5
2022-11-07,Toys_Kids,POSITIVE SPIKE,0.667
2022-11-07,Toys_Kids,TREND SHIFT,0.667
2022-11-14,Toys_Kids,NEGATIVE SPIKE,-0.222
2022-11-14,Toys_Kids,TREND SHIFT,-0.222
2022-11-21,Toys_Kids,NEGATIVE SPIKE,-0.5
2022-12-19,Toys_Kids,POSITIVE SPIKE,0.25
